apprehensionstate	citizenshipcountry	arrestsbiden	arrests_perdaybiden	arreststrump	arrests_perdaytrump	popACS2023	popACS2024	ln2023	ln2024	predicted	predicted_level	pop_combined	pct_peryear_biden	pct_peryear_trump
"NEBRASKA"	"MEXICO"	174	.3438735	289	1.521053	47534		10.7692		10.80233	49135.39	49135.39	.0025544	.0112991
"NEBRASKA"	"NICARAGUA"	15	.0296443	20	.1052632	669		6.505784		7.203512	1344.143	1344.143	.0080499	.028584
"NEBRASKA"	"PERU"	2	.0039526	1	.0052632	613		6.418365		6.544318	695.2822	695.2822	.002075	.002763
"NEBRASKA"	"ROMANIA"	1	.0019763			181		5.198497		5.120579	167.4323	167.4323	.0043083	
"NEBRASKA"	"RUSSIA"			1	.0052632	593		6.385194		6.144474	466.1342	466.1342		.0041212
"NEBRASKA"	"VENEZUELA"	3	.0059289	25	.131579	647		6.472346		7.369152	1586.288	1586.288	.0013642	.0302759
"NEVADA"	"BRAZIL"	1	.0019763	5	.0263158	3766	10382	8.233768	9.247828	8.520637	5017.247	10382	.0000695	.0009252
"NEVADA"	"CHINA"	3	.0059289	11	.0578947	28312	35110	10.25104	10.46624	10.30023	29739.4	35110	.0000616	.0006019
"NEVADA"	"COLOMBIA"	60	.1185771	30	.1578947	5406	6371	8.595264	8.759512	8.99401	8054.691	6371	.0067934	.0090459
"NEVADA"	"CUBA"	7	.013834	64	.3368421	24874	33024	10.12158	10.40499	10.32925	30615.21	33024	.0001529	.003723
"NEVADA"	"DOMINICAN REPUBLIC"	1	.0019763	2	.0105263	1352	1750	7.20934	7.467371	7.203404	1343.998	1750	.0004122	.0021955
"NEVADA"	"ECUADOR"	3	.0059289	4	.0210526	1264	1707	7.142036	7.442492	7.404777	1643.818	1707	.0012677	.0045016
"NEVADA"	"EL SALVADOR"	47	.0928854	103	.5421053	25305	29357	10.13876	10.28729	10.19492	26766.78	29357	.0011549	.0067401
"NEVADA"	"GUATEMALA"	39	.0770751	121	.6368421	14760	17641	9.599676	9.777981	9.791266	17876.93	17641	.0015947	.0131765
"NEVADA"	"HONDURAS"	43	.0849802	52	.2736842	4858	6186	8.488382	8.730044	8.704082	6027.469	6186	.0050142	.0161485
"NEVADA"	"INDIA"	3	.0059289	2	.0105263	9558	12825	9.165133	9.459151	9.213555	10032.2	12825	.0001687	.0002996
"NEVADA"	"JAMAICA"	1	.0019763	3	.0157895	2057	883	7.629004	6.783325	7.724432	2262.966	883	.0008169	.0065268
"NEVADA"	"MEXICO"	535	1.057312	856	4.505263	211588	222975	12.2624	12.31481	12.29498	218595.3	222975	.0017308	.0073749
"NEVADA"	"NICARAGUA"	14	.027668	48	.2526316	4210	6982	8.345218	8.85109	8.836248	6879.136	6982	.0014464	.0132069
"NEVADA"	"PERU"	9	.0177866	19	.1	5416	5221	8.597113	8.560444	8.712043	6075.641	5221	.0012435	.006991
"NEVADA"	"ROMANIA"	9	.0177866	4	.0210526	2728	1617	7.911324	7.388328	7.855745	2580.518	1617	.0040149	.0047521
"NEVADA"	"RUSSIA"	1	.0019763	2	.0105263	3156	2180	8.05706	7.68708	7.945293	2822.259	2180	.0003309	.0017624
"NEVADA"	"UZBEKISTAN"	1	.0019763			315	256	5.752573	5.545177	5.743544	312.1688	256	.0028177	
"NEVADA"	"VENEZUELA"	7	.013834	49	.2578947	2383	3440	7.776115	8.143227	8.528464	5056.674	3440	.0014679	.0273638
"NEW HAMPSHIRE"	"BRAZIL"	3	.0059289	16	.0842105	3215		8.075583		8.373663	4331.473	4331.473	.0004996	.0070962
"NEW HAMPSHIRE"	"CHINA"	2	.0039526			4670		8.448915		8.443293	4643.82	4643.82	.0003107	
"NEW HAMPSHIRE"	"COLOMBIA"	14	.027668	10	.0526316	1689		7.431892		7.922898	2759.757	2759.757	.0036593	.0069609
"NEW HAMPSHIRE"	"CUBA"			1	.0052632	241		5.484797		6.186303	486.0457	486.0457		.0039524
"NEW HAMPSHIRE"	"DOMINICAN REPUBLIC"	32	.0632411	26	.1368421	6484		8.777093		8.827345	6818.16	6818.16	.0033855	.0073256
"NEW HAMPSHIRE"	"ECUADOR"	4	.0079051	6	.0315789	322		5.774551		6.053934	425.7848	425.7848	.0067766	.0270708
"NEW HAMPSHIRE"	"EL SALVADOR"	5	.0098814	4	.0210526	1278		7.153052		7.145405	1268.265	1268.265	.0028438	.0060588
"NEW HAMPSHIRE"	"GUATEMALA"	6	.0118577	20	.1052632	999		6.906755		7.063787	1168.863	1168.863	.0037028	.0328705
"NEW HAMPSHIRE"	"HONDURAS"	8	.0158103	20	.1052632	1437		7.270313		7.527997	1859.378	1859.378	.0031036	.0206634
"NEW HAMPSHIRE"	"INDIA"			1	.0052632	7387		8.907477		8.948575	7696.916	7696.916		.0002496
"NEW HAMPSHIRE"	"JAMAICA"	1	.0019763			915		6.818924		6.915651	1007.927	1007.927	.0007157	
"NEW HAMPSHIRE"	"MEXICO"	13	.0256917	32	.1684211	1943		7.571989		7.606308	2010.839	2010.839	.0046635	.0305712
"NEW HAMPSHIRE"	"NICARAGUA"	1	.0019763	1	.0052632	301		5.70711		6.494585	661.5496	661.5496	.0010904	.0029039
"NEW HAMPSHIRE"	"PERU"	2	.0039526	5	.0263158	719		6.577861		6.703007	814.8526	814.8526	.0017705	.0117877
"NEW HAMPSHIRE"	"ROMANIA"	1	.0019763	1	.0052632	907		6.810143		6.745496	850.2206	850.2206	.0008484	.0022595
"NEW HAMPSHIRE"	"VENEZUELA"	3	.0059289	4	.0210526	181		5.198497		6.236444	511.0383	511.0383	.0042346	.0150365
"NEW JERSEY"	"BOLIVIA"	6	.0118577	1	.0052632	3308	3311	8.104099	8.105005	8.09212	3268.61	3311	.0013072	.0005802
"NEW JERSEY"	"BRAZIL"	201	.3972332	98	.5157894	49153	60160	10.80269	11.00476	10.90748	54582.93	60160	.0024101	.0031294
"NEW JERSEY"	"CHINA"	9	.0177866	13	.0684211	106695	118724	11.57773	11.68456	11.66726	116688.6	118724	.0000547	.0002104
"NEW JERSEY"	"COLOMBIA"	395	.7806324	262	1.378947	97057	108110	11.48305	11.5909	11.65279	115011.3	108110	.0026356	.0046556
"NEW JERSEY"	"CUBA"	119	.2351779	22	.1157895	45296	41816	10.72097	10.64103	10.86481	52303.05	41816	.0020528	.0010107
"NEW JERSEY"	"DOMINICAN REPUBLIC"	329	.6501976	212	1.11579	211013	222798	12.25968	12.31402	12.43474	251385.3	222798	.0010652	.0018279
"NEW JERSEY"	"ECUADOR"	727	1.436759	498	2.621053	99509	122301	11.508	11.71424	11.71761	122714	122301	.0042879	.0078224
"NEW JERSEY"	"EL SALVADOR"	102	.201581	144	.7578948	50794	55423	10.83553	10.92275	10.90658	54534.18	55423	.0013276	.0049913
"NEW JERSEY"	"GUATEMALA"	244	.4822134	450	2.368421	51700	71939	10.85321	11.18357	11.06089	63633.17	71939	.0024466	.0120168
"NEW JERSEY"	"HAITI"	34	.0671937	22	.1157895	48387	53024	10.78699	10.8785	11.08712	65324.34	53024	.0004625	.0007971
"NEW JERSEY"	"HONDURAS"	202	.3992095	252	1.326316	39076	48756	10.57326	10.79458	10.7171	45121.04	48756	.0029886	.0099291
"NEW JERSEY"	"INDIA"	25	.0494071	36	.1894737	274730	296806	12.52354	12.60083	12.66743	317243.9	296806	.0000608	.000233
"NEW JERSEY"	"JAMAICA"	37	.0731225	28	.1473684	49396	64407	10.80762	11.07298	10.89795	54065.48	64407	.0004144	.0008351
"NEW JERSEY"	"MEXICO"	565	1.116601	482	2.536842	105582	118504	11.56724	11.6827	11.60008	109106.8	118504	.0034392	.0078136
"NEW JERSEY"	"NICARAGUA"	199	.3932806	116	.6105263	6116	7854	8.718663	8.968779	9.16773	9582.85	7854	.018277	.0283731
"NEW JERSEY"	"PERU"	408	.8063241	186	.9789473	63217	70491	11.05433	11.16324	11.15683	70040.36	70491	.0041751	.005069
"NEW JERSEY"	"ROMANIA"	15	.0296443	10	.0526316	6185	5893	8.729882	8.68152	8.681044	5890.19	5893	.0018361	.0032599
"NEW JERSEY"	"RUSSIA"	5	.0098814	7	.0368421	19759	20595	9.891364	9.932803	9.92108	20354.96	20595	.0001751	.0006529
"NEW JERSEY"	"UZBEKISTAN"	4	.0079051	2	.0105263	2599	3877	7.862882	8.262817	7.76741	2362.345	3877	.0007442	.000991
"NEW JERSEY"	"VENEZUELA"	179	.3537549	119	.6263158	14122	25145	9.55549	10.13241	10.11069	24604.52	25145	.005135	.0090915
"NEW YORK"	"BOLIVIA"	1	.0019763	4	.0210526	5333	5423	8.581669	8.598405	8.575059	5297.864	5423	.000133	.001417
"NEW YORK"	"BRAZIL"	51	.1007905	43	.2263158	32327	32627	10.38366	10.3929	10.51814	36980.38	32627	.0011275	.0025318
"NEW YORK"	"CHINA"	48	.0948617	168	.8842105	475504	518693	13.07213	13.15907	13.20712	544223.4	518693	.0000668	.0006222
"NEW YORK"	"COLOMBIA"	597	1.179842	239	1.257895	116866	112485	11.66878	11.63058	11.82379	136459.9	112485	.0038284	.0040817
"NEW YORK"	"CUBA"	51	.1007905	15	.0789474	23619	21565	10.06981	9.978827	10.28299	29231.27	21565	.0017059	.0013362
"NEW YORK"	"DOMINICAN REPUBLIC"	614	1.213439	220	1.157895	488952	469548	13.10002	13.05953	13.3052	600311.8	469548	.0009433	.0009001
"NEW YORK"	"ECUADOR"	2362	4.667984	1144	6.021053	180274	215261	12.10223	12.27961	12.30461	220711	215261	.0079151	.0102094
"NEW YORK"	"EL SALVADOR"	222	.4387352	320	1.684211	115001	124802	11.6527	11.73448	11.74121	125644.2	124802	.0012831	.0049257
"NEW YORK"	"GUATEMALA"	220	.4347826	390	2.052632	67387	85067	11.11821	11.35119	11.32928	83223.47	85067	.0018655	.0088073
"NEW YORK"	"HAITI"	19	.0375494	43	.2263158	126120	137498	11.74499	11.83136	12.04	169396.5	137498	.0000997	.0006008
"NEW YORK"	"HONDURAS"	204	.4031621	277	1.457895	56253	62457	10.93761	11.04223	11.0689	64144.61	62457	.0023561	.00852
"NEW YORK"	"INDIA"	60	.1185771	61	.3210526	153459	155853	11.94119	11.95667	12.06852	174297.3	155853	.0002777	.0007519
"NEW YORK"	"JAMAICA"	174	.3438735	83	.4368421	231201	232221	12.35104	12.35544	12.43889	252430.8	232221	.0005405	.0006866
"NEW YORK"	"MEXICO"	340	.6719368	457	2.405263	212945	224181	12.26879	12.32021	12.30137	219996.9	224181	.001094	.0039161
"NEW YORK"	"NICARAGUA"	322	.6363636	51	.2684211	9977	10498	9.208037	9.25894	9.602114	14796.02	10498	.0221254	.0093326
"NEW YORK"	"PERU"	456	.9011858	103	.5421053	54937	59330	10.91394	10.99087	11.01715	60909.89	59330	.0055441	.003335
"NEW YORK"	"ROMANIA"	11	.0217391	8	.0421053	17811	13870	9.787572	9.537483	9.747443	17110.43	13870	.0005721	.001108
"NEW YORK"	"RUSSIA"	44	.0869565	33	.1736842	73712	62940	11.20792	11.04994	11.33918	84051.48	62940	.0005043	.0010072
"NEW YORK"	"UZBEKISTAN"	109	.215415	33	.1736842	33231	34782	10.41124	10.45685	10.21138	27211.09	34782	.0022606	.0018226
"NEW YORK"	"VENEZUELA"	332	.6561265	315	1.657895	22285	25844	10.01167	10.15983	10.51632	36913.04	25844	.0092666	.0234148
"NORTH CAROLINA"	"BOLIVIA"			1	.0052632	710	505	6.565265	6.224558	6.535986	689.5136	505		.0038041
"NORTH CAROLINA"	"BRAZIL"	20	.0395257	8	.0421053	10047	11122	9.21503	9.31668	9.432346	12485.79	11122	.0012971	.0013818
"NORTH CAROLINA"	"CHINA"	5	.0098814	4	.0210526	34351	42326	10.44439	10.65316	10.49945	36295.63	42326	.0000852	.0001815
"NORTH CAROLINA"	"COLOMBIA"	75	.1482213	60	.3157895	23062	32038	10.04594	10.37468	10.32964	30627.15	32038	.0016886	.0035977
"NORTH CAROLINA"	"CUBA"	19	.0375494	18	.0947368	9933	10966	9.203618	9.302555	9.509057	13481.28	10966	.0012498	.0031533
"NORTH CAROLINA"	"DOMINICAN REPUBLIC"	25	.0494071	12	.0631579	16421	17093	9.706316	9.746425	9.789871	17852.01	17093	.001055	.0013487
"NORTH CAROLINA"	"ECUADOR"	16	.0316206	22	.1157895	7873	9020	8.971194	9.1072	9.211675	10013.35	9020	.0012795	.0046855
"NORTH CAROLINA"	"EL SALVADOR"	123	.243083	125	.6578947	36568	42145	10.50693	10.64887	10.57096	38985.93	42145	.0021052	.0056977
"NORTH CAROLINA"	"GUATEMALA"	165	.326087	221	1.163158	28252	44066	10.24892	10.69344	10.44884	34504.36	44066	.002701	.0096345
"NORTH CAROLINA"	"HAITI"	2	.0039526	11	.0578947	5491	14572	8.610866	9.586857	8.922644	7499.89	14572	.000099	.0014501
"NORTH CAROLINA"	"HONDURAS"	317	.6264822	385	2.026316	49492	62999	10.80957	11.05087	10.94526	56684.78	62999	.0036297	.01174
"NORTH CAROLINA"	"INDIA"	2	.0039526	1	.0052632	83103	115239	11.32784	11.65476	11.43773	92756.29	115239	.0000125	.0000167
"NORTH CAROLINA"	"JAMAICA"	10	.0197628	6	.0315789	12353	15780	9.421655	9.666498	9.514205	13550.86	15780	.0004571	.0007304
"NORTH CAROLINA"	"MEXICO"	1013	2.001976	1046	5.505263	226263	240438	12.32945	12.39022	12.36201	233750.6	240438	.0030391	.0083573
"NORTH CAROLINA"	"NICARAGUA"	145	.2865613	66	.3473684	5145	10818	8.54578	9.288967	9.014274	8219.574	10818	.0096686	.0117202
"NORTH CAROLINA"	"PERU"	26	.0513834	22	.1157895	7063	9845	8.862625	9.194719	8.976212	7912.599	9845	.001905	.0042929
"NORTH CAROLINA"	"ROMANIA"	10	.0197628	16	.0842105	3230	3957	8.080237	8.283241	8.02605	3059.631	3957	.001823	.0077677
"NORTH CAROLINA"	"RUSSIA"			5	.0263158	8356	9140	9.030735	9.120416	8.994069	8055.167	9140		.0010509
"NORTH CAROLINA"	"UZBEKISTAN"			1	.0052632	472	1538	6.156979	7.338238	6.131385	460.0731	1538		.0012491
"NORTH CAROLINA"	"VENEZUELA"	61	.1205534	128	.6736842	12665	18778	9.446597	9.840442	10.01386	22333.83	18778	.0023433	.0130948
"NORTH DAKOTA"	"CHINA"			1	.0052632	1020		6.927558		6.875667	968.4207	968.4207		.0019837
"NORTH DAKOTA"	"COLOMBIA"	1	.0019763			235		5.459586		6.107004	448.9916	448.9916	.0016066	
"NORTH DAKOTA"	"CUBA"	4	.0079051	3	.0157895	44		3.78419		4.666815	106.3585	106.3585	.0271288	.0541862
"NORTH DAKOTA"	"ECUADOR"	2	.0039526	3	.0157895	68		4.219508		4.517815	91.63517	91.63517	.0157438	.0628924
"NORTH DAKOTA"	"EL SALVADOR"	1	.0019763	3	.0157895	149		5.003946		4.950372	141.2274	141.2274	.0051077	.0408076
"NORTH DAKOTA"	"GUATEMALA"	1	.0019763	12	.0631579	141		4.94876		5.080664	160.8809	160.8809	.0044837	.1432901
"NORTH DAKOTA"	"HAITI"			1	.0052632	219		5.389072		5.71809	304.3231	304.3231		.0063125
"NORTH DAKOTA"	"HONDURAS"	2	.0039526	7	.0368421	118		4.770685		5.114525	166.4218	166.4218	.0086689	.0808029
"NORTH DAKOTA"	"INDIA"	2	.0039526	1	.0052632	1261		7.13966		7.130509	1249.513	1249.513	.0011546	.0015374
"NORTH DAKOTA"	"JAMAICA"	2	.0039526	1	.0052632	393		5.97381		6.071893	433.5006	433.5006	.003328	.0044315
"NORTH DAKOTA"	"MEXICO"	29	.0573123	31	.1631579	3038		8.018954		8.053107	3143.548	3143.548	.0066546	.0189444
"NORTH DAKOTA"	"NICARAGUA"	46	.0909091	4	.0210526	29		3.367296		4.417695	82.90498	82.90498	.4002392	.092687
"NORTH DAKOTA"	"PERU"			1	.0052632	209		5.342334		5.473731	238.3478	238.3478		.0080599
"NORTH DAKOTA"	"ROMANIA"	3	.0059289			116		4.75359		4.672008	106.9122	106.9122	.0202412	
"NORTH DAKOTA"	"UZBEKISTAN"	1	.0019763			7		1.94591		2.092812	8.107682	8.107682	.0889704	
"NORTH DAKOTA"	"VENEZUELA"	5	.0098814	7	.0368421	4		1.386294		2.846631	17.22964	17.22964	.2093322	.7804786
"OHIO"	"BRAZIL"	13	.0256917	15	.0789474	5833	8081	8.671287	8.997271	8.927144	7533.719	8081	.0011604	.0035659
"OHIO"	"CHINA"	3	.0059289	12	.0631579	40431	41435	10.60735	10.63188	10.66738	42932.12	41435	.0000522	.0005564
"OHIO"	"COLOMBIA"	66	.1304348	34	.1789474	5445	8580	8.602453	9.057189	9.000628	8108.178	8580	.0055488	.0076126
"OHIO"	"CUBA"	13	.0256917	9	.0473684	2099	2968	7.649216	7.995644	8.120204	3361.706	2968	.0031595	.0058253
"OHIO"	"DOMINICAN REPUBLIC"	18	.0355731	30	.1578947	7263	9003	8.890549	9.105313	8.944866	7668.422	9003	.0014422	.0064014
"OHIO"	"ECUADOR"	34	.0671937	34	.1789474	1869	6048	7.533159	8.707483	7.79114	2419.073	6048	.0040552	.0107996
"OHIO"	"EL SALVADOR"	33	.0652174	67	.3526316	8640	6596	9.064157	8.794219	9.097352	8931.61	6596	.0036089	.0195134
"OHIO"	"GUATEMALA"	196	.3873518	261	1.373684	11930	13620	9.386811	9.519295	9.575669	14409.88	13620	.0103806	.0368131
"OHIO"	"HAITI"	4	.0079051	19	.1	3436	14872	8.142063	9.607236	8.45635	4704.855	14872	.000194	.0024543
"OHIO"	"HONDURAS"	101	.1996047	159	.8368421	7661	10878	8.943898	9.294497	9.143898	9357.169	10878	.0066975	.0280794
"OHIO"	"INDIA"	6	.0118577	18	.0947368	65192	70580	11.08509	11.1645	11.18809	72264.38	70580	.0000613	.0004899
"OHIO"	"JAMAICA"	14	.027668	5	.0263158	4485	4860	8.408494	8.488793	8.50267	4927.91	4860	.0020779	.0019764
"OHIO"	"MEXICO"	374	.7391304	508	2.673684	49656	48708	10.81287	10.7936	10.84599	51328.07	48708	.0055388	.0200356
"OHIO"	"NICARAGUA"	165	.326087	59	.3105263	1898	3760	7.548556	8.232174	8.129107	3391.771	3760	.0316547	.0301442
"OHIO"	"PERU"	16	.0316206	10	.0526316	3533	4536	8.169903	8.419801	8.286994	3971.877	4536	.0025444	.0042351
"OHIO"	"ROMANIA"	11	.0217391	1	.0052632	5634	5782	8.636575	8.662505	8.586968	5361.336	5782	.0013723	.0003322
"OHIO"	"RUSSIA"	4	.0079051	5	.0263158	8313	8316	9.025576	9.025937	8.988511	8010.521	8316	.000347	.001155
"OHIO"	"UZBEKISTAN"	17	.0335968	16	.0842105	3833	1482	8.251403	7.301148	8.140017	3428.975	1482	.0082745	.0207401
"OHIO"	"VENEZUELA"	55	.1086956	107	.5631579	5254	13676	8.566745	9.523397	9.231493	10213.78	13676	.002901	.0150302
"OKLAHOMA"	"BOLIVIA"	1	.0019763	2	.0105263	212	545	5.356586	6.300786	5.313719	203.1042	545	.0013236	.0070497
"OKLAHOMA"	"BRAZIL"	1	.0019763	3	.0157895	1235	1682	7.118826	7.427739	7.484722	1780.629	1682	.0004289	.0034264
"OKLAHOMA"	"CHINA"	28	.055336	101	.531579	8860	8105	9.089302	9.000237	9.103156	8983.601	8105	.002492	.0239391
"OKLAHOMA"	"COLOMBIA"	33	.0652174	19	.1	1970	1605	7.585789	7.380879	8.06459	3179.854	1605	.0148314	.0227414
"OKLAHOMA"	"CUBA"	41	.0810277	38	.2	1359	3384	7.214504	8.126814	7.731791	2279.68	3384	.0087397	.0215721
"OKLAHOMA"	"DOMINICAN REPUBLIC"	5	.0098814	1	.0052632	952	996	6.858565	6.903747	6.840057	934.5423	996	.0036212	.0019288
"OKLAHOMA"	"ECUADOR"	10	.0197628	7	.0368421	977	1034	6.884487	6.94119	7.150362	1274.567	1034	.0069762	.0130052
"OKLAHOMA"	"EL SALVADOR"	41	.0810277	62	.3263158	3709	6322	8.218517	8.751791	8.23364	3765.514	6322	.0046781	.0188398
"OKLAHOMA"	"GUATEMALA"	306	.6047431	280	1.473684	11797	11879	9.375601	9.382527	9.564315	14247.19	11879	.0185816	.0452811
"OKLAHOMA"	"HONDURAS"	218	.43083	243	1.278947	5096	8314	8.536211	9.025696	8.750263	6312.35	8314	.0189142	.0561482
"OKLAHOMA"	"INDIA"	2	.0039526	3	.0157895	9529	9352	9.162095	9.143346	9.21043	10000.9	9352	.0001543	.0006162
"OKLAHOMA"	"JAMAICA"	1	.0019763	1	.0052632	903	634	6.805723	6.452049	6.902471	994.7297	634	.0011378	.0030301
"OKLAHOMA"	"MEXICO"	1314	2.596838	1017	5.352632	106067	106143	11.57183	11.57254	11.60466	109607.7	106143	.0089299	.0184064
"OKLAHOMA"	"NICARAGUA"	32	.0632411	22	.1157895	477	2125	6.167517	7.661527	6.903256	995.5107	2125	.0108626	.0198885
"OKLAHOMA"	"PERU"	3	.0059289	4	.0210526	1430	2121	7.265429	7.659643	7.387096	1615.01	2121	.0010203	.0036229
"OKLAHOMA"	"ROMANIA"	4	.0079051			379	323	5.937536	5.777652	5.865704	352.7303	323	.0089331	
"OKLAHOMA"	"RUSSIA"	1	.0019763	1	.0052632	1331	1151	7.193686	7.048387	7.015325	1113.569	1151	.0006267	.001669
"OKLAHOMA"	"VENEZUELA"	35	.06917	86	.4526316	4065	7811	8.310169	8.963288	9.003345	8130.238	7811	.0032322	.021151
"OREGON"	"BRAZIL"	1	.0019763	2	.0105263	1914	3526	7.556951	8.167919	7.891792	2675.233	3526	.0002046	.0010896
"OREGON"	"CHINA"	1	.0019763	6	.0315789	27105	24191	10.20747	10.09374	10.25533	28433.83	24191	.0000298	.0004765
"OREGON"	"COLOMBIA"	5	.0098814	13	.0684211	1956	3765	7.578657	8.233503	8.058023	3159.04	3765	.000958	.0066331
"OREGON"	"CUBA"	8	.0158103	1	.0052632	2544	4919	7.841493	8.50086	8.292003	3991.821	4919	.0011732	.0003905
"OREGON"	"ECUADOR"	2	.0039526	3	.0157895	837	827	6.729824	6.717805	6.997581	1093.984	827	.0017445	.0069688
"OREGON"	"EL SALVADOR"			5	.0263158	3540	3852	8.171882	8.256348	8.186007	3590.359	3852		.0024936
"OREGON"	"GUATEMALA"	10	.0197628	31	.1631579	8848	14041	9.087947	9.549737	9.27297	10646.33	14041	.0005137	.0042413
"OREGON"	"HAITI"			2	.0105263	478	567	6.169611	6.340359	6.494452	661.4617	567		.0067762
"OREGON"	"HONDURAS"	22	.0434783	50	.2631579	1584	925	7.367709	6.829794	7.622036	2042.717	925	.0171563	.1038407
"OREGON"	"INDIA"			7	.0368421	18787	20350	9.84092	9.920836	9.908551	20101.53	20350		.0006608
"OREGON"	"JAMAICA"			1	.0052632	799	1039	6.683361	6.946014	6.780306	880.338	1039		.0018489
"OREGON"	"MEXICO"	78	.1541502	113	.5947368	140429	142838	11.85246	11.86947	11.88519	145101.7	142838	.0003939	.0015198
"OREGON"	"NICARAGUA"	3	.0059289	10	.0526316	1167	2281	7.062191	7.732369	7.697396	2202.605	2281	.0009487	.008422
"OREGON"	"PERU"	2	.0039526	1	.0052632	2738	1499	7.914983	7.312553	8.033363	3082.09	1499	.0009624	.0012816
"OREGON"	"ROMANIA"	1	.0019763			3586	3939	8.184793	8.278682	8.131466	3399.78	3939	.0001831	
"OREGON"	"RUSSIA"	1	.0019763	1	.0052632	5370	4379	8.588583	8.384576	8.517813	5003.099	4379	.0001647	.0004387
"OREGON"	"VENEZUELA"	7	.013834	40	.2105263	1477	3590	7.297768	8.185907	8.103118	3304.756	3590	.0014065	.0214045
"PENNSYLVANIA"	"BOLIVIA"			1	.0052632	1000	263	6.907755	5.572154	6.882327	974.8924	263		.0073044
"PENNSYLVANIA"	"BRAZIL"	68	.1343874	104	.5473684	15810	16179	9.668398	9.691469	9.85358	19026.34	16179	.0030318	.0123487
"PENNSYLVANIA"	"CHINA"	42	.083004	36	.1894737	78608	79519	11.27223	11.28375	11.35247	85175.85	79519	.000381	.0008697
"PENNSYLVANIA"	"COLOMBIA"	60	.1185771	84	.4421053	13492	19647	9.509852	9.88568	9.836067	18696.04	19647	.0022029	.0082134
"PENNSYLVANIA"	"CUBA"	21	.041502	14	.0736842	5244	10692	8.56484	9.277251	8.938312	7618.323	10692	.0014168	.0025154
"PENNSYLVANIA"	"DOMINICAN REPUBLIC"	289	.5711462	334	1.757895	92787	121561	11.43806	11.70817	11.58368	107332	121561	.0017149	.0052783
"PENNSYLVANIA"	"ECUADOR"	98	.1936759	174	.9157895	9726	17241	9.182558	9.755046	9.420466	12338.34	17241	.0041002	.0193877
"PENNSYLVANIA"	"EL SALVADOR"	57	.1126482	72	.3789474	6933	11138	8.844048	9.318118	8.872539	7133.367	11138	.0036916	.0124184
"PENNSYLVANIA"	"GUATEMALA"	186	.3675889	460	2.421053	15741	20365	9.664024	9.921573	9.856441	19080.85	20365	.0065883	.0433923
"PENNSYLVANIA"	"HAITI"	18	.0355731	52	.2736842	16774	27353	9.727586	10.21658	10.03339	22774.3	27353	.0004747	.0036521
"PENNSYLVANIA"	"HONDURAS"	108	.2134387	223	1.173684	9302	14951	9.137984	9.612534	9.331294	11285.73	14951	.0052107	.0286533
"PENNSYLVANIA"	"INDIA"	21	.041502	38	.2	101124	104965	11.5241	11.56138	11.63958	113502.1	104965	.0001443	.0006955
"PENNSYLVANIA"	"JAMAICA"	46	.0909091	34	.1789474	21824	30245	9.990766	10.31709	10.0824	23918.4	30245	.0010971	.0021596
"PENNSYLVANIA"	"MEXICO"	366	.7233202	568	2.989474	55881	58859	10.93098	10.9829	10.96405	57760.14	58859	.0044855	.0185385
"PENNSYLVANIA"	"NICARAGUA"	32	.0632411	71	.3736842	1850	4267	7.522941	8.358666	8.106371	3315.524	4267	.0054097	.031965
"PENNSYLVANIA"	"PERU"	30	.0592885	48	.2526316	7439	5077	8.914492	8.532475	9.027816	8331.642	5077	.0042624	.0181624
"PENNSYLVANIA"	"ROMANIA"	23	.0454545	15	.0789474	5402	4951	8.594524	8.507345	8.544572	5138.785	4951	.003351	.0058202
"PENNSYLVANIA"	"RUSSIA"	27	.0533597	27	.1421053	16279	17328	9.697631	9.760079	9.712403	16521.26	17328	.001124	.0029933
"PENNSYLVANIA"	"UZBEKISTAN"	111	.2193676	48	.2526316	5113	4962	8.539541	8.509564	8.416352	4520.384	4962	.0161365	.0185833
"PENNSYLVANIA"	"VENEZUELA"	50	.0988142	175	.9210526	6011	11942	8.701346	9.387816	9.351181	11512.41	11942	.0030202	.0281514
"PUERTO RICO"	"BRAZIL"	2	.0039526	1	.0052632									
"PUERTO RICO"	"CHINA"	1	.0019763	12	.0631579									
"PUERTO RICO"	"COLOMBIA"	14	.027668	12	.0631579									
"PUERTO RICO"	"CUBA"	3	.0059289	12	.0631579									
"PUERTO RICO"	"DOMINICAN REPUBLIC"	294	.5810277	310	1.631579									
"PUERTO RICO"	"ECUADOR"	6	.0118577	3	.0157895									
"PUERTO RICO"	"EL SALVADOR"			1	.0052632									
"PUERTO RICO"	"GUATEMALA"	3	.0059289	1	.0052632									
"PUERTO RICO"	"HAITI"	2	.0039526	13	.0684211									
"PUERTO RICO"	"HONDURAS"	2	.0039526	1	.0052632									
"PUERTO RICO"	"INDIA"	2	.0039526											
"PUERTO RICO"	"JAMAICA"	3	.0059289											
"PUERTO RICO"	"MEXICO"	12	.0237154	5	.0263158									
"PUERTO RICO"	"NICARAGUA"	7	.013834	1	.0052632									
"PUERTO RICO"	"ROMANIA"	9	.0177866	3	.0157895									
"PUERTO RICO"	"RUSSIA"	1	.0019763											
"PUERTO RICO"	"UZBEKISTAN"			1	.0052632									
"PUERTO RICO"	"VENEZUELA"	14	.027668	13	.0684211									
"RHODE ISLAND"	"BOLIVIA"	3	.0059289	2	.0105263									
"RHODE ISLAND"	"BRAZIL"	10	.0197628	24	.1263158									
