apprehensionstate	citizenshipcountry	arrestsbiden	arrests_perdaybiden	arreststrump	arrests_perdaytrump	popACS2023	popACS2024	ln2023	ln2024	predicted	predicted_level	pop_combined	pct_peryear_biden	pct_peryear_trump
"CALIFORNIA"	"BOLIVIA"	1	.0019763	4	.0210526	9260	11061	9.133459	9.311181	9.133053	9256.236	11061	.0000652	.0006947
"CALIFORNIA"	"BRAZIL"	7	.013834	23	.1210526	56186	53481	10.93642	10.88708	11.03173	61804.27	53481	.0000944	.0008262
"CALIFORNIA"	"CHINA"	55	.1086956	259	1.363158	964347	1.0e+06	13.77921	13.81947	13.9357	1127706	1003970	.0000395	.0004956
"CALIFORNIA"	"COLOMBIA"	238	.4703557	382	2.010526	62242	84662	11.03878	11.34642	11.24375	76400.82	84662	.0020278	.0086679
"CALIFORNIA"	"CUBA"	27	.0533597	47	.2473684	28501	25475	10.25769	10.14545	10.45087	34574.49	25475	.0007645	.0035442
"CALIFORNIA"	"DOMINICAN REPUBLIC"	24	.0474308	11	.0578947	7248	7929	8.888481	8.978282	8.942725	7652.022	7929	.0021834	.0026651
"CALIFORNIA"	"ECUADOR"	44	.0869565	78	.4105263	22224	24272	10.00893	10.09708	10.23678	27911.09	24272	.0013076	.0061735
"CALIFORNIA"	"EL SALVADOR"	370	.7312253	541	2.847368	436648	456336	12.98688	13.03098	13.10391	490856.8	456336	.0005849	.0022775
"CALIFORNIA"	"GUATEMALA"	485	.958498	1064	5.6	300751	335349	12.61404	12.72293	12.84431	378628.8	335349	.0010432	.0060951
"CALIFORNIA"	"HAITI"	5	.0098814	23	.1210526	5767	9270	8.659907	9.134539	8.971423	7874.801	9270	.0003891	.0047664
"CALIFORNIA"	"HONDURAS"	306	.6047431	345	1.815789	72986	73526	11.19802	11.20539	11.32033	82481.45	73526	.0030021	.009014
"CALIFORNIA"	"INDIA"	35	.06917	299	1.573684	547160	626214	13.2125	13.34745	13.37596	644327.4	626214	.0000403	.0009172
"CALIFORNIA"	"JAMAICA"	21	.041502	12	.0631579	15815	17002	9.668715	9.741086	9.760868	17341.68	17002	.000891	.0013559
"CALIFORNIA"	"MEXICO"	4766	9.418972	5380	28.31579	3849113	4.0e+06	15.16335	15.19046	15.19486	3972315	3954869	.0008693	.0026133
"CALIFORNIA"	"NICARAGUA"	446	.8814229	236	1.242105	62546	82585	11.04366	11.32158	11.23147	75468.1	82585	.0038956	.0054897
"CALIFORNIA"	"PERU"	132	.2608696	181	.9526316	73723	78279	11.20807	11.26803	11.30979	81616.74	78279	.0012164	.0044419
"CALIFORNIA"	"ROMANIA"	32	.0632411	47	.2473684	23348	23518	10.05827	10.06552	10.02037	22479.67	23518	.0009815	.0038392
"CALIFORNIA"	"RUSSIA"	69	.1363636	99	.5210527	76006	85962	11.23857	11.36166	11.37219	86872.28	85962	.000579	.0022124
"CALIFORNIA"	"UZBEKISTAN"	12	.0237154	8	.0421053	5795	9418	8.664751	9.150378	8.536433	5097.131	9418	.0009191	.0016318
"CALIFORNIA"	"VENEZUELA"	42	.083004	300	1.578947	19833	22879	9.895103	10.03797	10.41267	33278.58	22879	.0013242	.0251897
"COLORADO"	"BRAZIL"	1	.0019763	2	.0105263	5933	8880	8.688285	9.091557	8.942937	7653.642	8880	.0000812	.0004327
"COLORADO"	"CHINA"	5	.0098814	12	.0631579	21098	24379	9.956934	10.10148	9.997175	21964.33	24379	.0001479	.0009456
"COLORADO"	"COLOMBIA"	93	.1837945	170	.8947368	7403	11560	8.90964	9.355306	9.283455	10758.54	11560	.0058032	.0282508
"COLORADO"	"CUBA"	11	.0217391	35	.1842105	2649	9177	7.881938	9.124455	8.32814	4138.713	9177	.0008646	.0073267
"COLORADO"	"DOMINICAN REPUBLIC"			1	.0052632	2223	1899	7.706613	7.549083	7.718499	2249.58	1899		.0010116
"COLORADO"	"ECUADOR"	4	.0079051	6	.0315789	1328	2443	7.191429	7.800982	7.453569	1726.012	2443	.0011811	.0047181
"COLORADO"	"EL SALVADOR"	58	.1146245	80	.4210526	11051	9805	9.310276	9.190648	9.34873	11484.23	9805	.004267	.0156741
"COLORADO"	"GUATEMALA"	76	.1501976	122	.6421053	8329	8281	9.027498	9.021719	9.211745	10014.06	8281	.0066202	.0283019
"COLORADO"	"HAITI"	3	.0059289	3	.0157895	621	1711	6.431331	7.444833	6.754772	858.1442	1711	.0012648	.0033683
"COLORADO"	"HONDURAS"	119	.2351779	184	.968421	5761	7425	8.658866	8.912608	8.86869	7105.97	7425	.0115609	.0476059
"COLORADO"	"INDIA"	12	.0237154	5	.0263158	21997	26746	9.998661	10.19414	10.07078	23641.88	26746	.0003236	.0003591
"COLORADO"	"JAMAICA"	5	.0098814			2331	4291	7.754053	8.364275	7.849279	2563.886	4291	.0008405	
"COLORADO"	"MEXICO"	737	1.456522	906	4.768421	211455	211459	12.26177	12.26179	12.29435	218457.9	211459	.0025141	.0082308
"COLORADO"	"NICARAGUA"	54	.1067194	65	.3421053	1817	3071	7.504942	8.029758	8.090395	3262.976	3071	.012684	.0406605
"COLORADO"	"PERU"	17	.0335968	27	.1421053	5041	13255	8.52536	9.49213	8.640653	5657.021	13255	.0009251	.0039131
"COLORADO"	"ROMANIA"	4	.0079051	24	.1263158	1565	2267	7.355641	7.726213	7.295486	1473.633	2267	.0012728	.0203376
"COLORADO"	"RUSSIA"	2	.0039526	2	.0105263	7723	8366	8.951958	9.031931	8.909215	7399.85	8366	.0001724	.0004593
"COLORADO"	"UZBEKISTAN"			1	.0052632	665	1304	6.499787	7.173192	6.460151	639.1574	1304		.0014732
"COLORADO"	"VENEZUELA"	319	.6304348	407	2.142105	7142	21779	8.873748	9.988702	9.50448	13419.72	21779	.0105656	.0359001
"CONNECTICUT"	"BOLIVIA"	1	.0019763			661	435	6.493754	6.075346	6.463671	641.4115	435	.0016583	
"CONNECTICUT"	"BRAZIL"	15	.0296443	29	.1526316	25858	21674	10.16038	9.983869	10.31069	30052.05	21674	.0004992	.0025704
"CONNECTICUT"	"CHINA"	1	.0019763	5	.0263158	27285	27637	10.21409	10.22691	10.26215	28628.4	27637	.0000261	.0003476
"CONNECTICUT"	"COLOMBIA"	38	.0750988	15	.0789474	19024	19350	9.853456	9.870448	10.15242	25653.16	19350	.0014166	.0014892
"CONNECTICUT"	"CUBA"	2	.0039526			3434	2901	8.141481	7.972811	8.560041	5218.897	2901	.0004973	
"CONNECTICUT"	"DOMINICAN REPUBLIC"	24	.0474308	19	.1	29305	29874	10.28551	10.30474	10.38983	32527.03	29874	.0005795	.0012218
"CONNECTICUT"	"ECUADOR"	41	.0810277	94	.4947369	26854	31463	10.19817	10.35657	10.42372	33648.29	31463	.00094	.0057394
"CONNECTICUT"	"EL SALVADOR"	6	.0118577	5	.0263158	5904	11641	8.683385	9.362288	8.708442	6053.802	11641	.0003718	.0008251
"CONNECTICUT"	"GUATEMALA"	20	.0395257	53	.2789474	17241	22580	9.755046	10.02482	9.948629	20923.53	22580	.0006389	.0045091
"CONNECTICUT"	"HAITI"	4	.0079051	1	.0052632	15792	19429	9.667259	9.874522	9.973385	21447.96	19429	.0001485	.0000989
"CONNECTICUT"	"HONDURAS"	15	.0296443	24	.1263158	7464	7618	8.917847	8.93827	9.118745	9124.741	7618	.0014203	.0060521
"CONNECTICUT"	"INDIA"			6	.0315789	38836	43881	10.5671	10.68924	10.65538	42420.01	43881		.0002627
"CONNECTICUT"	"JAMAICA"	20	.0395257	14	.0736842	43120	48135	10.67174	10.78176	10.76229	47206.51	48135	.0002997	.0005587
"CONNECTICUT"	"MEXICO"	25	.0494071	41	.2157895	25621	21474	10.15117	9.974598	10.18453	26490.23	21474	.0008398	.0036678
"CONNECTICUT"	"NICARAGUA"	29	.0573123	9	.0473684	2421	3235	7.791936	8.081784	8.34514	4209.67	3235	.0064665	.0053445
"CONNECTICUT"	"PERU"	34	.0671937	24	.1263158	13785	20952	9.531337	9.949989	9.641541	15391.04	20952	.0011706	.0022005
"CONNECTICUT"	"ROMANIA"	1	.0019763	2	.0105263	2054	1269	7.627544	7.145985	7.569629	1938.42	1269	.0005684	.0030277
"CONNECTICUT"	"RUSSIA"			1	.0052632	6473	5928	8.775395	8.687442	8.719034	6118.267	5928		.0003241
"CONNECTICUT"	"VENEZUELA"	5	.0098814	12	.0631579	4551	3969	8.423102	8.286269	9.103765	8989.077	3969	.0009087	.0058082
"DC"	"CHINA"			1	.0052632	4148		8.330381		8.321155	4109.902	4109.902		.0004674
"DC"	"COLOMBIA"	1	.0019763	3	.0157895	2651		7.882692		8.337948	4179.504	4179.504	.0001726	.0013789
"DC"	"DOMINICAN REPUBLIC"			1	.0052632	1889		7.543803		7.549853	1900.464	1900.464		.0010108
"DC"	"EL SALVADOR"	9	.0177866	20	.1052632	10469		9.256174		9.293472	10866.85	10866.85	.0005974	.0035356
"DC"	"GUATEMALA"	3	.0059289	10	.0526316	1676		7.424165		7.587837	1974.039	1974.039	.0010962	.0097316
"DC"	"HAITI"			1	.0052632	668		6.504288		6.827339	922.7319	922.7319		.0020819
"DC"	"HONDURAS"	4	.0079051	20	.1052632	1598		7.376508		7.630532	2060.146	2060.146	.0014006	.0186497
"DC"	"MEXICO"	5	.0098814	2	.0105263	3953		8.28223		8.316286	4089.942	4089.942	.0008819	.0009394
"DC"	"NICARAGUA"			1	.0052632	348		5.852202		6.623373	752.4789	752.4789		.002553
"DC"	"PERU"			5	.0263158	1489		7.30586		7.427322	1681.3	1681.3		.005713
"DC"	"VENEZUELA"	5	.0098814	14	.0736842	1165		7.060476		7.892118	2676.106	2676.106	.0013477	.01005
"DELAWARE"	"BOLIVIA"	1	.0019763	1	.0052632	123		4.812184		4.763197	117.1198	117.1198	.006159	.0164025
"DELAWARE"	"BRAZIL"	2	.0039526	3	.0157895	648		6.473891		6.885499	977.9901	977.9901	.0014752	.0058929
"DELAWARE"	"CHINA"	1	.0019763	2	.0105263	6833		8.829519		8.835472	6873.798	6873.798	.0001049	.0005589
"DELAWARE"	"COLOMBIA"	7	.013834	2	.0105263	1261		7.13966		7.653841	2108.731	2108.731	.0023945	.001822
"DELAWARE"	"DOMINICAN REPUBLIC"	39	.0770751	33	.1736842	2833		7.949091		7.969667	2891.896	2891.896	.009728	.0219215
"DELAWARE"	"ECUADOR"	5	.0098814	7	.0368421	386		5.955837		6.233014	509.288	509.288	.0070819	.0264043
"DELAWARE"	"EL SALVADOR"	2	.0039526	10	.0526316	1306		7.174724		7.167541	1296.652	1296.652	.0011126	.0148155
"DELAWARE"	"GUATEMALA"	113	.2233202	129	.6789474	6645		8.80162		8.982968	7966.244	7966.244	.0102322	.0311082
"DELAWARE"	"HAITI"	4	.0079051	1	.0052632	4638		8.442039		8.75472	6340.543	6340.543	.0004551	.000303
"DELAWARE"	"HONDURAS"	7	.013834	17	.0894737	1665		7.417581		7.670189	2143.486	2143.486	.0023557	.0152359
"DELAWARE"	"INDIA"			1	.0052632	11801		9.375939		9.430353	12460.93	12460.93		.0001542
"DELAWARE"	"JAMAICA"	6	.0118577	1	.0052632	3967		8.285766		8.380139	4359.616	4359.616	.0009928	.0004406
"DELAWARE"	"MEXICO"	97	.1916996	102	.5368421	15633		9.65714		9.690686	16166.33	16166.33	.0043282	.0121207
"DELAWARE"	"NICARAGUA"	3	.0059289	5	.0263158	71		4.26268		5.212465	183.546	183.546	.0117901	.0523316
"DELAWARE"	"PERU"			7	.0368421	573		6.350886		6.47718	650.135	650.135		.020684
"DELAWARE"	"ROMANIA"	1	.0019763	1	.0052632	208		5.337538		5.260765	192.6288	192.6288	.0037447	.0099728
"DELAWARE"	"VENEZUELA"	1	.0019763	4	.0210526	729		6.591674		7.475258	1763.857	1763.857	.000409	.0043565
"FLORIDA"	"BOLIVIA"	15	.0296443	13	.0684211	10741	10231	9.281823	9.233177	9.283085	10754.56	10231	.0010576	.002441
"FLORIDA"	"BRAZIL"	194	.3833992	287	1.510526	135785	178440	11.81883	12.09201	11.85159	140306.9	178440	.0007842	.0030898
"FLORIDA"	"CHINA"	19	.0375494	30	.1578947	66894	78607	11.11086	11.27222	11.1862	72128.25	78607	.0001744	.0007332
"FLORIDA"	"COLOMBIA"	549	1.08498	616	3.242105	310404	380294	12.64563	12.8487	12.72316	335428.7	380294	.0010413	.0031117
"FLORIDA"	"CUBA"	546	1.079051	1221	6.426316	1015286	1.2e+06	13.83068	13.98557	13.64332	841821.3	1185378	.0003323	.0019788
"FLORIDA"	"DOMINICAN REPUBLIC"	75	.1482213	86	.4526316	142737	154162	11.86876	11.94576	12.02982	167680.5	154162	.0003509	.0010717
"FLORIDA"	"ECUADOR"	70	.1383399	104	.5473684	53485	64019	10.88716	11.06694	11.10432	66457.61	64019	.0007887	.0031208
"FLORIDA"	"EL SALVADOR"	209	.4130435	316	1.663158	51587	55231	10.85102	10.91928	10.92241	55403.9	55231	.0027296	.0109912
"FLORIDA"	"GUATEMALA"	2098	4.146245	2927	15.40526	102520	124536	11.53781	11.73235	11.75428	127296.6	124536	.0121521	.045151
"FLORIDA"	"HAITI"	198	.3913043	259	1.363158	351094	400047	12.76881	12.89934	13.05834	468990.7	400047	.000357	.0012437
"FLORIDA"	"HONDURAS"	1102	2.177866	1553	8.173684	108373	122980	11.59333	11.71978	11.70201	120814.8	122980	.0064638	.0242592
"FLORIDA"	"INDIA"	15	.0296443	29	.1526316	99787	110998	11.51079	11.61727	11.62589	111959	110998	.0000975	.0005019
"FLORIDA"	"JAMAICA"	186	.3675889	213	1.121053	231429	252782	12.35203	12.44028	12.43988	252679.3	252782	.0005308	.0016187
"FLORIDA"	"MEXICO"	2376	4.695652	2879	15.15263	256031	276505	12.45305	12.52998	12.48556	264491.5	276505	.0061985	.0200022
"FLORIDA"	"NICARAGUA"	947	1.871542	668	3.51579	109572	122228	11.60434	11.71364	11.72914	124137	122228	.0055888	.0104989
"FLORIDA"	"PERU"	119	.2351779	121	.6368421	99808	97323	11.511	11.48579	11.61119	110325.5	97323	.000882	.0023884
"FLORIDA"	"ROMANIA"	36	.0711462	37	.1947368	14434	15663	9.577342	9.659057	9.535482	13842.27	15663	.0016579	.004538
"FLORIDA"	"RUSSIA"	15	.0296443	50	.2631579	33569	37343	10.42136	10.5279	10.49195	36024.44	37343	.0002898	.0025722
"FLORIDA"	"UZBEKISTAN"	3	.0059289	4	.0210526	2777	3114	7.929126	8.043663	7.830941	2517.298	3114	.0006949	.0024676
"FLORIDA"	"VENEZUELA"	415	.8201581	970	5.105263	292603	399770	12.58657	12.89864	12.80593	364370.1	399770	.0007488	.0046612
"GEORGIA"	"BOLIVIA"	1	.0019763	3	.0157895	1139	1046	7.037906	6.952729	7.013941	1112.028	1046	.0006896	.0055097
"GEORGIA"	"BRAZIL"	20	.0395257	24	.1263158	20029	18313	9.904937	9.815367	10.07335	23702.9	18313	.0007878	.0025176
"GEORGIA"	"CHINA"	14	.027668	22	.1157895	48016	55923	10.77929	10.93173	10.84454	51253.62	55923	.0001806	.0007557
"GEORGIA"	"COLOMBIA"	157	.3102767	207	1.089474	28397	38635	10.25404	10.56191	10.52124	37094.96	38635	.0029313	.0102927
"GEORGIA"	"CUBA"	56	.1106719	33	.1736842	15625	16675	9.656628	9.721666	9.91382	20207.73	16675	.0024225	.0038018
"GEORGIA"	"DOMINICAN REPUBLIC"	30	.0592885	31	.1631579	12532	14022	9.436041	9.548383	9.509909	13492.76	14022	.0015433	.0042471
"GEORGIA"	"ECUADOR"	36	.0711462	30	.1578947	4703	4704	8.455956	8.456168	8.702706	6019.18	4704	.0055205	.0122516
"GEORGIA"	"EL SALVADOR"	112	.2213439	129	.6789474	31527	30461	10.3586	10.3242	10.41946	33505.25	30461	.0026523	.0081355
"GEORGIA"	"GUATEMALA"	503	.9940711	1021	5.373684	44819	53733	10.71039	10.89178	10.91623	55062.88	53733	.0067526	.0365026
"GEORGIA"	"HAITI"	19	.0375494	24	.1263158	17998	26317	9.798016	10.17797	10.10344	24426.92	26317	.0005208	.0017519
"GEORGIA"	"HONDURAS"	272	.5375494	468	2.463158	26710	21233	10.19279	9.963312	10.34975	31249.13	21233	.0092406	.0423422
"GEORGIA"	"INDIA"	15	.0296443	43	.2263158	107533	127576	11.58555	11.75647	11.70277	120906.6	127576	.0000848	.0006475
"GEORGIA"	"JAMAICA"	29	.0573123	16	.0842105	51329	65438	10.84601	11.08886	10.93628	56177.72	65438	.0003197	.0004697
"GEORGIA"	"MEXICO"	1382	2.731225	1862	9.8	228463	247117	12.33913	12.41762	12.37168	236022.4	247117	.0040341	.0144749
"GEORGIA"	"NICARAGUA"	154	.3043478	199	1.047368	5733	9598	8.653995	9.16931	9.110329	9048.269	9598	.011574	.0398301
"GEORGIA"	"PERU"	23	.0454545	53	.2789474	8860	13998	9.089302	9.54667	9.201742	9914.387	13998	.0011852	.0072736
"GEORGIA"	"ROMANIA"	11	.0217391	18	.0947368	5332	5290	8.581482	8.573573	8.531422	5071.651	5290	.0015	.0065367
"GEORGIA"	"RUSSIA"	8	.0158103	5	.0263158	6442	6832	8.770595	8.829372	8.713863	6086.712	6832	.0008447	.0014059
"GEORGIA"	"UZBEKISTAN"			1	.0052632	1661	668	7.415175	6.504288	7.338042	1537.699	668		.0028758
"GEORGIA"	"VENEZUELA"	220	.4347826	540	2.842105	23609	47114	10.06938	10.76033	10.56764	38856.88	47114	.0033683	.0220183
"HAWAII"	"BRAZIL"	2	.0039526	1	.0052632	1654		7.410952		7.756142	2335.875	2335.875	.0006176	.0008224
"HAWAII"	"CHINA"	4	.0079051	20	.1052632	26762		10.19474		10.24221	28063.14	28063.14	.0001028	.0013691
"HAWAII"	"COLOMBIA"	2	.0039526			517		6.248043		6.832933	927.9088	927.9088	.0015548	
"HAWAII"	"CUBA"	1	.0019763			147		4.990433		5.744589	312.4953	312.4953	.0023083	
"HAWAII"	"DOMINICAN REPUBLIC"	1	.0019763			187		5.231109		5.154273	173.1699	173.1699	.0041655	
"HAWAII"	"ECUADOR"			1	.0052632	191		5.252274		5.538013	254.1723	254.1723		.0075581
"HAWAII"	"EL SALVADOR"	3	.0059289	3	.0157895	279		5.631212		5.591043	268.0149	268.0149	.0080743	.0215031
"HAWAII"	"GUATEMALA"			12	.0631579	238		5.47227		5.610893	273.3882	273.3882		.084322
"HAWAII"	"HONDURAS"	1	.0019763	22	.1157895	351		5.860786		6.167054	476.7795	476.7795	.001513	.088643
"HAWAII"	"MEXICO"	21	.041502	18	.0947368	4152		8.331346		8.365383	4295.757	4295.757	.0035263	.0080496
"HAWAII"	"NICARAGUA"	1	.0019763			128		4.85203		5.73559	309.6958	309.6958	.0023292	
"HAWAII"	"ROMANIA"			6	.0315789	336		5.817111		5.744287	312.4008	312.4008		.0368959
"HAWAII"	"RUSSIA"	1	.0019763	5	.0263158	753		6.624065		6.401769	602.9108	602.9108	.0011964	.0159315
"HAWAII"	"VENEZUELA"			2	.0105263	448		6.104793		7.042324	1144.043	1144.043		.0033584
"IDAHO"	"BOLIVIA"	1	.0019763	1	.0052632	24		3.178054		3.110695	22.43664	22.43664	.0321503	.0856212
"IDAHO"	"COLOMBIA"	2	.0039526	16	.0842105	1471		7.293698		7.795663	2430.041	2430.041	.0005937	.0126487
"IDAHO"	"CUBA"			1	.0052632	210		5.347107		6.063277	429.7816	429.7816		.0044698
"IDAHO"	"DOMINICAN REPUBLIC"	1	.0019763			89		4.488636		4.38519	80.25351	80.25351	.0089883	
"IDAHO"	"EL SALVADOR"	3	.0059289	11	.0578947	744		6.612041		6.592833	729.8453	729.8453	.0029651	.0289535
"IDAHO"	"GUATEMALA"			25	.131579	2087		7.643483		7.809968	2465.053	2465.053		.0194829
"IDAHO"	"HONDURAS"	9	.0177866	16	.0842105	466		6.144186		6.440685	626.8359	626.8359	.0103569	.0490349
"IDAHO"	"INDIA"			1	.0052632	2032		7.616776		7.621187	2040.983	2040.983		.0009412
"IDAHO"	"MEXICO"	69	.1363636	289	1.521053	52843		10.87508		10.90818	54621.1	54621.1	.0009112	.0101643
"IDAHO"	"NICARAGUA"	1	.0019763	1	.0052632	199		5.293305		6.127279	458.1877	458.1877	.0015743	.0041927
"IDAHO"	"PERU"	2	.0039526	71	.3736842	1484		7.302496		7.423976	1675.683	1675.683	.000861	.0813965
"IDAHO"	"ROMANIA"			3	.0157895	455		6.120297		6.04997	424.1004	424.1004		.0135891
"IDAHO"	"UZBEKISTAN"	1	.0019763			206		5.327876		5.336245	207.7311	207.7311	.0034725	
"IDAHO"	"VENEZUELA"	1	.0019763	10	.0526316	462		6.135565		7.069686	1175.779	1175.779	.0006135	.0163386
"ILLINOIS"	"BOLIVIA"			3	.0157895	1689	1263	7.431892	7.141245	7.412356	1656.324	1263		.0045631
"ILLINOIS"	"BRAZIL"			1	.0052632	8658	9946	9.066239	9.204926	9.294102	10873.69	9946		.0001931
"ILLINOIS"	"CHINA"	7	.013834	15	.0789474	87283	101918	11.37691	11.53192	11.46034	94877.19	101918	.0000495	.0002827
"ILLINOIS"	"COLOMBIA"	201	.3972332	103	.5421053	19705	32199	9.888628	10.37969	10.1848	26497.46	32199	.0045029	.0061452
"ILLINOIS"	"CUBA"	5	.0098814	7	.0368421	7827	8914	8.965335	9.095378	9.296152	10896.01	8914	.0004046	.0015086
"ILLINOIS"	"DOMINICAN REPUBLIC"	21	.041502	8	.0421053	4209	3722	8.34498	8.222016	8.379745	4357.899	3722	.0040699	.0041291
"ILLINOIS"	"ECUADOR"	303	.5988142	81	.4263158	18343	29846	9.817003	10.30381	10.04719	23090.8	29846	.0073232	.0052136
"ILLINOIS"	"EL SALVADOR"	23	.0454545	22	.1157895	11244	11066	9.32759	9.311632	9.366414	11689.12	11066	.0014993	.0038192
"ILLINOIS"	"GUATEMALA"	87	.1719368	101	.531579	24558	27456	10.10879	10.22034	10.30692	29939	27456	.0022857	.0070668
"ILLINOIS"	"HAITI"	1	.0019763	3	.0157895	3946	3520	8.280457	8.166216	8.594004	5399.187	3520	.0002049	.0016373
"ILLINOIS"	"HONDURAS"	53	.1047431	76	.4	14493	15466	9.581421	9.646399	9.759447	17317.05	15466	.002472	.0094401
"ILLINOIS"	"INDIA"	11	.0217391	11	.0578947	162917	174682	12.001	12.07072	12.13003	185354.6	174682	.0000454	.000121
"ILLINOIS"	"JAMAICA"	2	.0039526	1	.0052632	8694	6695	9.070389	8.809116	9.163503	9542.423	6695	.0002155	.0002869
"ILLINOIS"	"MEXICO"	805	1.590909	537	2.826316	637544	634468	13.36538	13.36054	13.39755	658389.2	634468	.0009152	.0016259
"ILLINOIS"	"NICARAGUA"	224	.4426877	71	.3736842	2629	6223	7.874359	8.736008	8.4183	4529.196	6223	.0259651	.0219178
"ILLINOIS"	"PERU"	35	.06917	12	.0631579	8948	11172	9.099185	9.321166	9.211575	10012.35	11172	.0022598	.0020634
"ILLINOIS"	"ROMANIA"	8	.0158103	11	.0578947	13844	13393	9.535607	9.502487	9.493403	13271.89	13393	.0004309	.0015778
"ILLINOIS"	"RUSSIA"	10	.0197628	4	.0210526	16516	21803	9.712085	9.989803	9.727972	16780.49	21803	.0003308	.0003524
"ILLINOIS"	"UZBEKISTAN"	7	.013834	1	.0052632	2092	2936	7.645876	7.984803	7.559293	1918.489	2936	.0017198	.0006543
"ILLINOIS"	"VENEZUELA"	160	.3162055	273	1.436842	14373	38023	9.573107	10.54595	10.12635	24992.98	38023	.0030354	.0137929
"INDIANA"	"BOLIVIA"	1	.0019763			326	1831	5.786897	7.512618	5.748868	313.8351	1831	.000394	
"INDIANA"	"BRAZIL"	3	.0059289	1	.0052632	2864	2459	7.959975	7.80751	8.26625	3890.332	2459	.00088	.0007812
"INDIANA"	"CHINA"	3	.0059289	5	.0263158	21573	22786	9.979198	10.0339	10.02012	22474.03	22786	.000095	.0004215
"INDIANA"	"COLOMBIA"	43	.0849802	24	.1263158	4200	4269	8.34284	8.359135	8.761604	6384.346	4269	.0072658	.0108
"INDIANA"	"CUBA"	7	.013834	15	.0789474	2340	4536	7.757906	8.419801	8.217319	3704.555	4536	.0011132	.0063527
"INDIANA"	"DOMINICAN REPUBLIC"	8	.0158103	11	.0578947	2740	4282	7.915713	8.362176	7.935093	2793.62	4282	.0013477	.004935
"INDIANA"	"ECUADOR"	7	.013834	5	.0263158	892	2056	6.793466	7.628518	7.060449	1164.968	2056	.0024559	.0046718
"INDIANA"	"EL SALVADOR"	97	.1916996	55	.2894737	9620	10117	9.171599	9.221972	9.20709	9967.553	10117	.0069161	.0104436
"INDIANA"	"GUATEMALA"	275	.5434783	198	1.042105	10222	16619	9.232298	9.718302	9.419173	12322.39	16619	.0119363	.0228876
"INDIANA"	"HAITI"	15	.0296443	37	.1947368	6353	18564	8.756682	9.828979	9.06768	8670.488	18564	.0005829	.0038289
"INDIANA"	"HONDURAS"	287	.5671937	224	1.178947	9511	13462	9.160204	9.507627	9.352748	11530.46	13462	.0153785	.0319652
"INDIANA"	"INDIA"	30	.0592885	70	.368421	32781	41491	10.3976	10.63323	10.48106	35634.09	41491	.0005216	.003241
"INDIANA"	"JAMAICA"	3	.0059289			1754	1705	7.469654	7.44132	7.565337	1930.12	1705	.0012692	
"INDIANA"	"MEXICO"	1015	2.005929	730	3.842105	110577	119755	11.61347	11.6932	11.64629	114266.5	119755	.0061138	.0117103
"INDIANA"	"NICARAGUA"	349	.6897233	165	.8684211	1748	8006	7.466228	8.987947	8.05603	3152.75	8006	.031445	.039592
"INDIANA"	"PERU"	9	.0177866	13	.0684211	2338	4082	7.757051	8.314342	7.876231	2633.926	4082	.0015904	.006118
"INDIANA"	"ROMANIA"	13	.0256917	6	.0315789	1431	1350	7.266129	7.20786	7.205237	1346.464	1350	.0069463	.008538
"INDIANA"	"RUSSIA"			2	.0105263	3530	2958	8.169053	7.992269	8.065924	3184.096	2958		.0012989
"INDIANA"	"UZBEKISTAN"			1	.0052632	143	45	4.962845	3.806663	4.986166	146.3741	45		.0426901
"INDIANA"	"VENEZUELA"	44	.0869565	144	.7578948	8897	11582	9.09347	9.357207	9.699857	16315.27	11582	.0027404	.0238846
"IOWA"	"COLOMBIA"	4	.0079051	4	.0210526	1234	2453	7.118016	7.805067	7.633914	2067.125	2453	.0011763	.0031326
"IOWA"	"CUBA"	6	.0118577	10	.0526316	1310	3400	7.177783	8.131531	7.69898	2206.096	3400	.001273	.0056502
"IOWA"	"DOMINICAN REPUBLIC"	2	.0039526	1	.0052632	606	368	6.40688	5.908083	6.372184	585.3347	368	.0039203	.0052203
"IOWA"	"ECUADOR"	7	.013834	12	.0631579	519	406	6.251904	6.006353	6.525477	682.3054	406	.012437	.0567799
"IOWA"	"EL SALVADOR"	19	.0375494	42	.2210526	5981	4922	8.696343	8.501471	8.721678	6134.463	4922	.0027845	.0163926
"IOWA"	"GUATEMALA"	73	.1442688	160	.8421053	7377	8279	8.906122	9.021478	9.088812	8855.658	8279	.0063604	.0371263
"IOWA"	"HAITI"			2	.0105263	515	1953	6.244167	7.577122	6.568609	712.3784	1953		.0019673
"IOWA"	"HONDURAS"	61	.1205534	86	.4526316	2595	4744	7.861342	8.464636	8.098655	3290.039	4744	.0092753	.0348252
"IOWA"	"INDIA"	3	.0059289	5	.0263158	11711	10215	9.368284	9.231612	9.422481	12363.21	10215	.0002118	.0009403
"IOWA"	"MEXICO"	181	.3577075	261	1.373684	43230	46988	10.67429	10.75765	10.70746	44687.96	46988	.0027787	.0106707
"IOWA"	"NICARAGUA"	48	.0948617	39	.2052632	580	428	6.363028	6.059123	7.076797	1184.17	428	.0808984	.1750492
"IOWA"	"PERU"	2	.0039526			476	675	6.165418	6.514713	6.29265	540.5841	675	.0021373	
"IOWA"	"ROMANIA"	4	.0079051	1	.0052632	332	323	5.805135	5.777652	5.732212	308.6513	323	.0089331	.0059475
